
BSSID, First time seen, Last time seen, Channel, Speed, Privacy, Power, # beacons, # data, LAN IP, ESSID
00:12:F0:EA:92:C6, 2006-10-18 12:26:09, 2006-10-18 12:30:35,   1,       70, 00:40:96:46:4C:09, tsunami                         
00:90:4B:F1:6B:BC, 2006-10-18 12:26:33, 2006-10-18 12:37:21,  14,       54, 00:40:96:46:3B:32, tsunami                         
00:16:CB:B8:99:43, 2006-10-18 12:27:14, 2006-10-18 12:35:32,  12,        7, 00:40:96:46:3B:32, tsunami                         
00:05:4E:40:D3:E2, 2006-10-18 12:28:36, 2006-10-18 12:28:36,  22,        1, 00:40:96:46:35:13, tsunami                         
00:90:4B:D8:42:03, 2006-10-18 12:29:10, 2006-10-18 12:29:10,  14,        1, 00:40:96:46:35:13, tsunami                         
00:12:F0:3F:6C:E6, 2006-10-18 12:30:06, 2006-10-18 12:39:26,  38,      424, 00:40:96:46:4C:09, tsunami                         
00:13:46:C4:53:F8, 2006-10-18 12:30:49, 2006-10-18 12:30:49,  20,        2, 00:40:96:46:35:13, tsunami                         
00:12:F0:0F:FA:44, 2006-10-18 12:31:37, 2006-10-18 12:39:25,  35,      261, 00:40:96:46:4C:09, tsunami                         
00:0D:93:EE:76:9F, 2006-10-18 12:33:34, 2006-10-18 12:34:07,   5,        8, 00:0F:34:AE:FC:40, tsunami                         
00:16:B6:07:86:7B, 2006-10-18 12:36:21, 2006-10-18 12:36:21,  16,        1, 00:40:96:46:3B:32, tsunami                         

